# solver	iter	edge-exp-congestion
		(h4,s4) : 0.00617876223183
		(h5,s5) : 0.136288266073
		(h6,s6) : 0.0736216432899
		(h7,s7) : 0.0202332773817
		(h8,s8) : 0.00283320167138
		(h9,s9) : 0.0105799053804
		(h10,s10) : 0.011625108688
		(h11,s11) : 0.0259406078447
		(h12,s12) : 0.0196057882653
ecmp	2	
		(s1,s2) : 0.0895212101873
		(s1,h1) : 0.0113076001001
		(s2,s1) : 0.113076001001
		(s2,s5) : 0.162611140558
		(s2,s6) : 0.18804502245
		(s2,s12) : 1.22869595688
		(s2,h2) : 0.00882209906096
		(s3,s6) : 0.0314166534524
		(s3,s9) : 0.0217586323377
		(s3,h3) : 0.0370914990501
		(s4,s7) : 0.221111819983
		(s4,s10) : 0.0460805414048
		(s4,s11) : 0.278165700195
		(s4,h4) : 0.00984098132159
		(s5,s2) : 0.991780379754
		(s5,s7) : 0.334560349268
		(s5,s8) : 0.45317411959
		(s5,h5) : 0.00302165145684
		(s6,s2) : 0.510505405768
		(s6,s3) : 0.340969206983
		(s6,s7) : 0.278493549083
		(s6,h6) : 0.0169487787314
		(s7,s4) : 0.389701022934
		(s7,s5) : 0.168973001953
		(s7,s6) : 0.344930809709
		(s7,h7) : 0.0132684825241
		(s8,s5) : 0.116702633141
		(s8,s10) : 0.181929596899
		(s8,h8) : 0.0327497056023
		(s9,s3) : 0.0796296197626
		(s9,s12) : 0.0731263417398
		(s9,h9) : 0.00471221546673
		(s10,s4) : 0.0284981744795
		(s10,s8) : 0.14669768243
		(s10,s11) : 0.128885974382
		(s10,h10) : 0.0124206147339
		(s11,s4) : 0.167446097684
		(s11,s10) : 0.0907123992482
		(s11,h11) : 0.0407051674577
		(s12,s2) : 0.16240643675
		(s12,s9) : 0.0631750755693
		(s12,h12) : 0.126042930205
		(h1,s1) : 0.00895212101873
		(h2,s2) : 0.00264356790424
		(h3,s3) : 0.000349144954527
		(h4,s4) : 0.00581225797019
		(h5,s5) : 0.136144458753
		(h6,s6) : 0.0735063463537
		(h7,s7) : 0.0202123941503
		(h8,s8) : 0.00262574840426
		(h9,s9) : 0.0114944408263
		(h10,s10) : 0.0109565441078
		(h11,s11) : 0.0258158496932
		(h12,s12) : 0.0184188515747
ecmp	3	
		(s1,s2) : 0.0785369904211
		(s1,h1) : 0.00987578065391
		(s2,s1) : 0.0987578065391
		(s2,s5) : 0.146693725054
		(s2,s6) : 0.166448682281
		(s2,s12) : 1.07636769006
		(s2,h2) : 0.00768741315698
		(s3,s6) : 0.0266332140625
		(s3,s9) : 0.0190693042632
		(s3,h3) : 0.0322709838757
		(s4,s7) : 0.196118405085
		(s4,s10) : 0.0411055246296
		(s4,s11) : 0.242734321253
		(s4,h4) : 0.00859270062376
		(s5,s2) : 0.863296751478
		(s5,s7) : 0.304738507706
		(s5,s8) : 0.395661786365
		(s5,h5) : 0.00313309310837
		(s6,s2) : 0.450850501439
		(s6,s3) : 0.297809205542
		(s6,s7) : 0.255594463904
		(s6,h6) : 0.0147342370406
		(s7,s4) : 0.340939427108
		(s7,s5) : 0.149075984756
		(s7,s6) : 0.299069100605
		(s7,h7) : 0.0143114724432
		(s8,s5) : 0.107240300419
		(s8,s10) : 0.160924973696
		(s8,h8) : 0.0285128885218
		(s9,s3) : 0.0675347635221
		(s9,s12) : 0.060058057683
		(s9,h9) : 0.0041232733295
		(s10,s4) : 0.0258391039402
		(s10,s8) : 0.127746270773
		(s10,s11) : 0.112998812902
		(s10,h10) : 0.0110798312756
		(s11,s4) : 0.148037620564
		(s11,s10) : 0.0792158612802
		(s11,h11) : 0.0355733134156
		(s12,s2) : 0.143395383068
		(s12,s9) : 0.0548238106348
		(s12,h12) : 0.110108908644
		(h1,s1) : 0.00785369904211
		(h2,s2) : 0.00290624090977
		(h3,s3) : 0.000306838801889
		(h4,s4) : 0.00510691055925
		(h5,s5) : 0.11920179664
		(h6,s6) : 0.0659445544343
		(h7,s7) : 0.0175747860207
		(h8,s8) : 0.00298861021948
		(h9,s9) : 0.00949324396021
		(h10,s10) : 0.00961361407657
		(h11,s11) : 0.0227253481845
		(h12,s12) : 0.0162882532404
ecmp	4	
		(s1,s2) : 0.0703487175488
		(s1,h1) : 0.00835838860634
		(s2,s1) : 0.0835838860634
		(s2,s5) : 0.134516004864
		(s2,s6) : 0.146858040081
		(s2,s12) : 0.967416558159
		(s2,h2) : 0.00692221366091
		(s3,s6) : 0.0235312898262
		(s3,s9) : 0.0171300096382
		(s3,h3) : 0.0290631605029
		(s4,s7) : 0.174997164928
		(s4,s10) : 0.0369252083541
		(s4,s11) : 0.2185165425
		(s4,h4) : 0.00730587699664
		(s5,s2) : 0.770808403915
		(s5,s7) : 0.27143708933
		(s5,s8) : 0.356412558206
		(s5,h5) : 0.00311131821181
		(s6,s2) : 0.403886869994
		(s6,s3) : 0.267645548508
		(s6,s7) : 0.230050429551
		(s6,h6) : 0.0124672772099
		(s7,s4) : 0.303250635755
		(s7,s5) : 0.134693308108
		(s7,s6) : 0.264099852591
		(s7,h7) : 0.0131328524888
		(s8,s5) : 0.0967684562766
		(s8,s10) : 0.145098380475
		(s8,h8) : 0.0256677627332
		(s9,s3) : 0.0609068607054
		(s9,s12) : 0.0539207262535
		(s9,h9) : 0.00371460320955
		(s10,s4) : 0.022770280989
		(s10,s8) : 0.114808367382
		(s10,s11) : 0.101838107812
		(s10,h10) : 0.00997685020503
		(s11,s4) : 0.131744979027
		(s11,s10) : 0.0712220089988
		(s11,h11) : 0.0320354650313
		(s12,s2) : 0.130050976575
		(s12,s9) : 0.0499726827737
		(s12,h12) : 0.098960722831
		(h1,s1) : 0.00703487175488
		(h2,s2) : 0.00265016577437
		(h3,s3) : 0.000274049527987
		(h4,s4) : 0.00457317899783
		(h5,s5) : 0.106379346432
		(h6,s6) : 0.0591766437654
		(h7,s7) : 0.0156887637533
		(h8,s8) : 0.00273235384959
		(h9,s9) : 0.00848709266425
		(h10,s10) : 0.00859396604054
		(h11,s11) : 0.0202966988025
		(h12,s12) : 0.0148293603247
ecmp	5	
		(s1,s2) : 0.0746389813042
		(s1,h1) : 0.0111957450861
		(s2,s1) : 0.111957450861
		(s2,s5) : 0.140855158219
		(s2,s6) : 0.158008732681
		(s2,s12) : 1.03698886562
		(s2,h2) : 0.00595039214536
		(s3,s6) : 0.0254729419771
		(s3,s9) : 0.0149955658494
		(s3,h3) : 0.0312698791039
		(s4,s7) : 0.18782347501
		(s4,s10) : 0.0394721813867
		(s4,s11) : 0.235152257624
		(s4,h4) : 0.00786152503105
		(s5,s2) : 0.829789489504
		(s5,s7) : 0.29204686692
		(s5,s8) : 0.370756742306
		(s5,h5) : 0.00334818757553
		(s6,s2) : 0.435230266972
		(s6,s3) : 0.28438954415
		(s6,s7) : 0.246018621361
		(s6,h6) : 0.0134162031128
		(s7,s4) : 0.326341562498
		(s7,s5) : 0.142900610303
		(s7,s6) : 0.283132238848
		(s7,h7) : 0.0141317924078
		(s8,s5) : 0.104409988147
		(s8,s10) : 0.156115464978
		(s8,h8) : 0.0261175028702
		(s9,s3) : 0.0655314197738
		(s9,s12) : 0.0579790695936
		(s9,h9) : 0.0031554252076
		(s10,s4) : 0.0243723406878
		(s10,s8) : 0.121554160449
		(s10,s11) : 0.109570510033
		(s10,h10) : 0.0107356005394
		(s11,s4) : 0.141436368365
		(s11,s10) : 0.0753797627742
		(s11,h11) : 0.0344722767657
		(s12,s2) : 0.139134067263
		(s12,s9) : 0.0489394451429
		(s12,h12) : 0.106489603681
		(h1,s1) : 0.00746389813042
		(h2,s2) : 0.00285213237914
		(h3,s3) : 0.000324633494214
		(h4,s4) : 0.00489128927812
		(h5,s5) : 0.113790921782
		(h6,s6) : 0.0633186550105
		(h7,s7) : 0.0167803372435
		(h8,s8) : 0.00293895790711
		(h9,s9) : 0.00911297304511
		(h10,s10) : 0.0091885607425
		(h11,s11) : 0.0216816131139
		(h12,s12) : 0.0158001614004
ecmp	6	
		(s1,s2) : 0.0678082053427
		(s1,h1) : 0.0104579776069
		(s2,s1) : 0.104579776069
		(s2,s5) : 0.127974503038
		(s2,s6) : 0.14538492447
		(s2,s12) : 0.951120221679
		(s2,h2) : 0.00544998656422
		(s3,s6) : 0.0230722632951
		(s3,s9) : 0.0135152051043
		(s3,h3) : 0.0286226513934
		(s4,s7) : 0.170678156824
		(s4,s10) : 0.0358311003897
		(s4,s11) : 0.214957695845
		(s4,h4) : 0.00736140528339
		(s5,s2) : 0.76732809488
		(s5,s7) : 0.271035448057
		(s5,s8) : 0.3411467305
		(s5,h5) : 0.00303960068987
		(s6,s2) : 0.395760153587
		(s6,s3) : 0.26052292666
		(s6,s7) : 0.223823081956
		(s6,h6) : 0.0123138086779
		(s7,s4) : 0.29973193087
		(s7,s5) : 0.129867581665
		(s7,s6) : 0.259027620354
		(s7,h7) : 0.0129494568472
		(s8,s5) : 0.0949401428728
		(s8,s10) : 0.144124324812
		(s8,h8) : 0.0239291756129
		(s9,s3) : 0.0595445750682
		(s9,s12) : 0.0526075873128
		(s9,h9) : 0.00288940192832
		(s10,s4) : 0.0222081557799
		(s10,s8) : 0.110483834773
		(s10,s11) : 0.10096349099
		(s10,h10) : 0.00983480247348
		(s11,s4) : 0.128697323629
		(s11,s10) : 0.068496447877
		(s11,h11) : 0.0315921186835
		(s12,s2) : 0.126730154845
		(s12,s9) : 0.0446819997821
		(s12,h12) : 0.0976114507193
		(h1,s1) : 0.00678082053427
		(h2,s2) : 0.00259326822435
		(h3,s3) : 0.000274648060535
		(h4,s4) : 0.00444435956137
		(h5,s5) : 0.105712405276
		(h6,s6) : 0.0575759440863
		(h7,s7) : 0.0152585014525
		(h8,s8) : 0.00267256585408
		(h9,s9) : 0.00828489767779
		(h10,s10) : 0.00835516331986
		(h11,s11) : 0.0197193771506
		(h12,s12) : 0.0143798852828
ecmp	7	
		(s1,s2) : 0.0680501761495
		(s1,h1) : 0.0105327551352
		(s2,s1) : 0.105327551352
		(s2,s5) : 0.126687672739
		(s2,s6) : 0.143728512233
		(s2,s12) : 0.958960822046
		(s2,h2) : 0.00601189051174
		(s3,s6) : 0.0224815677104
		(s3,s9) : 0.014855132516
		(s3,h3) : 0.0288337304422
		(s4,s7) : 0.168806486992
		(s4,s10) : 0.0362656943822
		(s4,s11) : 0.216549721746
		(s4,h4) : 0.00741686782183
		(s5,s2) : 0.778618306809
		(s5,s7) : 0.259721064809
		(s5,s8) : 0.347965922629
		(s5,h5) : 0.00289283398085
		(s6,s2) : 0.40129497518
		(s6,s3) : 0.263597118413
		(s6,s7) : 0.216780052574
		(s6,h6) : 0.0123954969478
		(s7,s4) : 0.301984608016
		(s7,s5) : 0.131653231079
		(s7,s6) : 0.262319165218
		(s7,h7) : 0.0104001111214
		(s8,s5) : 0.0957112330721
		(s8,s10) : 0.145067188899
		(s8,h8) : 0.0246366056429
		(s9,s3) : 0.0593238572083
		(s9,s12) : 0.0533265536397
		(s9,h9) : 0.00319624428195
		(s10,s4) : 0.0215434514538
		(s10,s8) : 0.112450981008
		(s10,s11) : 0.101697605639
		(s10,h10) : 0.00990810729104
		(s11,s4) : 0.127734878874
		(s11,s10) : 0.0696698097834
		(s11,h11) : 0.0318247327384
		(s12,s2) : 0.126475154556
		(s12,s9) : 0.0466888870144
		(s12,h12) : 0.0982929298597
		(h1,s1) : 0.00680501761495
		(h2,s2) : 0.00203848507924
		(h3,s3) : 0.000275302902725
		(h4,s4) : 0.00445276429947
		(h5,s5) : 0.106118149717
		(h6,s6) : 0.0577097870483
		(h7,s7) : 0.0154650511152
		(h8,s8) : 0.00267275747619
		(h9,s9) : 0.00830688341371
		(h10,s10) : 0.00837704179465
		(h11,s11) : 0.0197404688657
		(h12,s12) : 0.0143805964482
ecmp	8	
		(s1,s2) : 0.0722936965901
		(s1,h1) : 0.0111351856732
		(s2,s1) : 0.111351856732
		(s2,s5) : 0.137554878975
		(s2,s6) : 0.152187216329
		(s2,s12) : 1.01333068998
		(s2,h2) : 0.00596976041652
		(s3,s6) : 0.0246047650031
		(s3,s9) : 0.0162813324073
		(s3,h3) : 0.0304685064205
		(s4,s7) : 0.17879239258
		(s4,s10) : 0.0383680962435
		(s4,s11) : 0.234021888776
		(s4,h4) : 0.00784095174974
		(s5,s2) : 0.820665214774
		(s5,s7) : 0.276384265506
		(s5,s8) : 0.369740901694
		(s5,h5) : 0.00372220678574
		(s6,s2) : 0.42428573703
		(s6,s3) : 0.278542192482
		(s6,s7) : 0.233075003767
		(s6,h6) : 0.0131069922366
		(s7,s4) : 0.324215112159
		(s7,s5) : 0.141574266349
		(s7,s6) : 0.276945998687
		(s7,h7) : 0.0109951357231
		(s8,s5) : 0.101869457873
		(s8,s10) : 0.15532951256
		(s8,h8) : 0.0260442777356
		(s9,s3) : 0.0629098395919
		(s9,s12) : 0.0571182437957
		(s9,h9) : 0.00337935588641
		(s10,s4) : 0.022764893022
		(s10,s8) : 0.119467108785
		(s10,s11) : 0.109823021496
		(s10,h10) : 0.0104744896423
		(s11,s4) : 0.135259233144
		(s11,s10) : 0.0740048717743
		(s11,h11) : 0.0343844910273
		(s12,s2) : 0.135191641835
		(s12,s9) : 0.04933599059
		(s12,h12) : 0.103922310996
		(h1,s1) : 0.00722936965901
		(h2,s2) : 0.0021685955949
		(h3,s3) : 0.000411912954193
		(h4,s4) : 0.00473526567726
		(h5,s5) : 0.112301384663
		(h6,s6) : 0.0613234875626
		(h7,s7) : 0.0164435072573
		(h8,s8) : 0.00284337373101
		(h9,s9) : 0.00882043192544
		(h10,s10) : 0.00890974391481
		(h11,s11) : 0.0209264104918
		(h12,s12) : 0.0153301808617
ecmp	9	
		(s1,s2) : 0.0753747570438
		(s1,h1) : 0.00919831459033
		(s2,s1) : 0.0919831459033
		(s2,s5) : 0.143627410974
		(s2,s6) : 0.159883056092
		(s2,s12) : 1.05912616581
		(s2,h2) : 0.00623275760511
		(s3,s6) : 0.0261309846404
		(s3,s9) : 0.0173199499865
		(s3,h3) : 0.0318291302171
		(s4,s7) : 0.188831405267
		(s4,s10) : 0.0378685612502
		(s4,s11) : 0.243901719658
		(s4,h4) : 0.00819695336154
		(s5,s2) : 0.843939534013
		(s5,s7) : 0.293701203178
		(s5,s8) : 0.381727298162
		(s5,h5) : 0.00390061806712
		(s6,s2) : 0.435117412672
		(s6,s3) : 0.291138101482
		(s6,s7) : 0.245106411447
		(s6,h6) : 0.0137134347822
		(s7,s4) : 0.335931266339
		(s7,s5) : 0.146656758713
		(s7,s6) : 0.288678007535
		(s7,h7) : 0.0125697205127
		(s8,s5) : 0.107283577234
		(s8,s10) : 0.158801920986
		(s8,h8) : 0.0271943307422
		(s9,s3) : 0.0657226399134
		(s9,s12) : 0.0589236470831
		(s9,h9) : 0.00353152966578
		(s10,s4) : 0.024155131509
		(s10,s8) : 0.124316033523
		(s10,s11) : 0.114852986171
		(s10,h10) : 0.010298725573
		(s11,s4) : 0.143507251852
		(s11,s10) : 0.0772735783373
		(s11,h11) : 0.0358754705829
		(s12,s2) : 0.137850805627
		(s12,s9) : 0.0514230473792
		(s12,h12) : 0.108631668122
		(h1,s1) : 0.00753747570438
		(h2,s2) : 0.00246648454766
		(h3,s3) : 0.000488149540238
		(h4,s4) : 0.00489775700916
		(h5,s5) : 0.11608064691
		(h6,s6) : 0.0633804225155
		(h7,s7) : 0.0169324217823
		(h8,s8) : 0.00319854739565
		(h9,s9) : 0.00912185862884
		(h10,s10) : 0.00923673463597
		(h11,s11) : 0.0220780830189
		(h12,s12) : 0.0157540721334
ecmp	10	
		(s1,s2) : 0.07655805301
		(s1,h1) : 0.00932937090641
		(s2,s1) : 0.0932937090641
		(s2,s5) : 0.144944469699
		(s2,s6) : 0.162982240945
		(s2,s12) : 1.07441779055
		(s2,h2) : 0.00632556736276
		(s3,s6) : 0.0258178315683
		(s3,s9) : 0.0171235295792
		(s3,h3) : 0.0329989846315
		(s4,s7) : 0.191586096937
		(s4,s10) : 0.03843752835
		(s4,s11) : 0.24751972639
		(s4,h4) : 0.00831447443729
		(s5,s2) : 0.857634519561
		(s5,s7) : 0.295405315636
		(s5,s8) : 0.387456772327
		(s5,h5) : 0.00395179556586
		(s6,s2) : 0.441948464789
		(s6,s3) : 0.301476288868
		(s6,s7) : 0.245937719064
		(s6,h6) : 0.0139027648851
		(s7,s4) : 0.340910815645
		(s7,s5) : 0.148941534581
		(s7,s6) : 0.29585679362
		(s7,h7) : 0.0119678891525
		(s8,s5) : 0.107532827132
		(s8,s10) : 0.160752721658
		(s8,h8) : 0.0276044696939
		(s9,s3) : 0.0674667599919
		(s9,s12) : 0.0594063431101
		(s9,h9) : 0.00358180063241
		(s10,s4) : 0.024421131646
		(s10,s8) : 0.126299454581
		(s10,s11) : 0.116305115359
		(s10,h10) : 0.0104453691678
		(s11,s4) : 0.145629758893
		(s11,s10) : 0.0785064526341
		(s11,h11) : 0.0363824841749
		(s12,s2) : 0.139344810433
		(s12,s9) : 0.0528835147085
		(s12,h12) : 0.110163010132
		(h1,s1) : 0.007655805301
		(h2,s2) : 0.00234080360963
		(h3,s3) : 0.000398815860233
		(h4,s4) : 0.00497263898656
		(h5,s5) : 0.117859573177
		(h6,s6) : 0.0643733255439
		(h7,s7) : 0.0172458903733
		(h8,s8) : 0.00305740188208
		(h9,s9) : 0.00926840651383
		(h10,s10) : 0.00937826906212
		(h11,s11) : 0.0224136211528
		(h12,s12) : 0.0160034292802
ecmp	11	
		(s1,s2) : 0.0773645885783
		(s1,h1) : 0.0103708106416
		(s2,s1) : 0.103708106416
		(s2,s5) : 0.141945216728
		(s2,s6) : 0.165493126158
		(s2,s12) : 1.09112398931
		(s2,h2) : 0.00640641130844
		(s3,s6) : 0.026349446963
		(s3,s9) : 0.0200664302908
		(s3,h3) : 0.0334207283218
		(s4,s7) : 0.194228161301
		(s4,s10) : 0.0389287793761
		(s4,s11) : 0.250683153507
		(s4,h4) : 0.00916094296669
		(s5,s2) : 0.87645740631
		(s5,s7) : 0.302601837949
		(s5,s8) : 0.39240866557
		(s5,h5) : 0.00283134671377
		(s6,s2) : 0.448219337747
		(s6,s3) : 0.308041903905
		(s6,s7) : 0.249233686394
		(s6,h6) : 0.0140804492422
		(s7,s4) : 0.351517590613
		(s7,s5) : 0.146792580236
		(s7,s6) : 0.301383792325
		(s7,h7) : 0.0121208448205
		(s8,s5) : 0.107946902598
		(s8,s10) : 0.162894637702
		(s8,h8) : 0.0279572687587
		(s9,s3) : 0.0685335643017
		(s9,s12) : 0.0598866823797
		(s9,h9) : 0.00426882743419
		(s10,s4) : 0.0251920190232
		(s10,s8) : 0.127018633611
		(s10,s11) : 0.117791553475
		(s10,h10) : 0.0105788662614
		(s11,s4) : 0.148463398598
		(s11,s10) : 0.0788889257429
		(s11,h11) : 0.0368474706982
		(s12,s2) : 0.140557443575
		(s12,s9) : 0.0572478351877
		(s12,h12) : 0.111570949042
		(h1,s1) : 0.00773645885783
		(h2,s2) : 0.00237357754889
		(h3,s3) : 0.000404769226537
		(h4,s4) : 0.00502765156168
		(h5,s5) : 0.12030966774
		(h6,s6) : 0.0653073055023
		(h7,s7) : 0.0174838725734
		(h8,s8) : 0.00309869287076
		(h9,s9) : 0.00937942555447
		(h10,s10) : 0.00950785259014
		(h11,s11) : 0.0227352324341
		(h12,s12) : 0.0162504097486
ecmp	12	
		(s1,s2) : 0.0833793582712
		(s1,h1) : 0.0111321075972
		(s2,s1) : 0.111321075972
		(s2,s5) : 0.15469979518
		(s2,s6) : 0.177254077206
		(s2,s12) : 1.17083222493
		(s2,h2) : 0.00687664588219
		(s3,s6) : 0.0288906080987
		(s3,s9) : 0.0220077961583
		(s3,h3) : 0.0358621623969
		(s4,s7) : 0.208416818315
		(s4,s10) : 0.0482056486864
		(s4,s11) : 0.269133820233
		(s4,h4) : 0.00926473785836
		(s5,s2) : 0.94048392771
		(s5,s7) : 0.32208035908
		(s5,s8) : 0.432203083644
		(s5,h5) : 0.00303975543228
		(s6,s2) : 0.48107356342
		(s6,s3) : 0.330544824653
		(s6,s7) : 0.270667557262
		(s6,h6) : 0.0151161003064
		(s7,s4) : 0.378596675786
		(s7,s5) : 0.15756782717
		(s7,s6) : 0.323400328086
		(s7,h7) : 0.0130107565046
		(s8,s5) : 0.115832584914
		(s8,s10) : 0.186030481468
		(s8,h8) : 0.0300083803241
		(s9,s3) : 0.0736495191638
		(s9,s12) : 0.0649854630708
		(s9,h9) : 0.00458247726021
		(s10,s4) : 0.0267535897489
		(s10,s8) : 0.136297534336
		(s10,s11) : 0.126396402228
		(s10,h10) : 0.0133462360166
		(s11,s4) : 0.158702792218
		(s11,s10) : 0.0868612216546
		(s11,h11) : 0.0395530222461
		(s12,s2) : 0.152357327875
		(s12,s9) : 0.0614298749746
		(s12,h12) : 0.119767116065
		(h1,s1) : 0.00833793582712
		(h2,s2) : 0.00255794548365
		(h3,s3) : 0.000532568440933
		(h4,s4) : 0.0054350608065
		(h5,s5) : 0.129706471749
		(h6,s6) : 0.0703901935008
		(h7,s7) : 0.0188507661431
		(h8,s8) : 0.00334462516428
		(h9,s9) : 0.0101022083704
		(h10,s10) : 0.0101812534669
		(h11,s11) : 0.0245564013872
		(h12,s12) : 0.0175640675496
ecmp	13	
		(s1,s2) : 0.0848523950329
		(s1,h1) : 0.0114264672615
		(s2,s1) : 0.114264672615
		(s2,s5) : 0.158198812008
		(s2,s6) : 0.185340601087
		(s2,s12) : 1.19735934542
		(s2,h2) : 0.00703496929124
		(s3,s6) : 0.0298475958883
		(s3,s9) : 0.0179919390202
		(s3,h3) : 0.0367987916248
		(s4,s7) : 0.215642175583
		(s4,s10) : 0.0394259104602
		(s4,s11) : 0.27615130518
		(s4,h4) : 0.00950452297364
		(s5,s2) : 0.957586686301
		(s5,s7) : 0.342450120959
		(s5,s8) : 0.426711856662
		(s5,h5) : 0.00312596594122
		(s6,s2) : 0.492149487331
		(s6,s3) : 0.3347653419
		(s6,s7) : 0.278519515768
		(s6,h6) : 0.0155271264677
		(s7,s4) : 0.37912991145
		(s7,s5) : 0.161195566039
		(s7,s6) : 0.328951130473
		(s7,h7) : 0.0157569172668
		(s8,s5) : 0.118507278664
		(s8,s10) : 0.17355941991
		(s8,h8) : 0.0307898616954
		(s9,s3) : 0.0756442450561
		(s9,s12) : 0.0660696336091
		(s9,h9) : 0.00363553658692
		(s10,s4) : 0.0280412124712
		(s10,s8) : 0.139276708341
		(s10,s11) : 0.129717032257
		(s10,h10) : 0.0106065717767
		(s11,s4) : 0.163825363883
		(s11,s10) : 0.0854459264046
		(s11,h11) : 0.0405868337436
		(s12,s2) : 0.154923287778
		(s12,s9) : 0.0568423002201
		(s12,h12) : 0.122963405131
		(h1,s1) : 0.00848523950329
		(h2,s2) : 0.00360012675995
		(h3,s3) : 0.000541786420043
		(h4,s4) : 0.00552681331552
		(h5,s5) : 0.132010666662
		(h6,s6) : 0.0716566282228
		(h7,s7) : 0.019023396832
		(h8,s8) : 0.00339767505253
		(h9,s9) : 0.0103235005294
		(h10,s10) : 0.0104669414061
		(h11,s11) : 0.0249271290287
		(h12,s12) : 0.0177970660276
ecmp	14	
		(s1,s2) : 0.0865481755415
		(s1,h1) : 0.0114939229827
		(s2,s1) : 0.114939229827
		(s2,s5) : 0.164713801569
		(s2,s6) : 0.186434752379
		(s2,s12) : 1.20932415289
		(s2,h2) : 0.00707649996875
		(s3,s6) : 0.0304909373177
		(s3,s9) : 0.0225553657873
		(s3,h3) : 0.0370160319121
		(s4,s7) : 0.218471184364
		(s4,s10) : 0.0494053764069
		(s4,s11) : 0.27778155406
		(s4,h4) : 0.00956063256879
		(s5,s2) : 0.967724353693
		(s5,s7) : 0.344471762414
		(s5,s8) : 0.446138595909
		(s5,h5) : 0.0034612103797
		(s6,s2) : 0.495644287308
		(s6,s3) : 0.341175966552
		(s6,s7) : 0.287951796201
		(s6,h6) : 0.0156187902769
		(s7,s4) : 0.390503424859
		(s7,s5) : 0.163400404876
		(s7,s6) : 0.332760660118
		(s7,h7) : 0.0158499376373
		(s8,s5) : 0.119955229781
		(s8,s10) : 0.191892051428
		(s8,h8) : 0.0309716284899
		(s9,s3) : 0.0764968679636
		(s9,s12) : 0.067017109145
		(s9,h9) : 0.00470903837958
